"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1035","lago ranco","mapuche","no","mujer",141,"2009",14203
"1036","lago ranco","rapa nui ","sí","hombre",12,"2009",14203
"1037","lago ranco","no pertenece a ningún pueblo indígena","sí","hombre",1991,"2009",14203
"1038","lago ranco","mapuche","sí","hombre",1229,"2009",14203
"1039","laja","no pertenece a ningún pueblo indígena","sí","mujer",7234,"2009",8304
"1040","laja","mapuche","no","mujer",38,"2009",8304
"1041","laja","mapuche","sí","hombre",140,"2009",8304
"1042","laja","no pertenece a ningún pueblo indígena","sí","hombre",6625,"2009",8304
"1043","laja","mapuche","sí","mujer",168,"2009",8304
"1044","laja","no pertenece a ningún pueblo indígena","no","hombre",516,"2009",8304
"1045","laja","no pertenece a ningún pueblo indígena","no","mujer",926,"2009",8304
"1046","lampa","no pertenece a ningún pueblo indígena","no","mujer",1071,"2009",13302
"1047","lampa","mapuche","sí","hombre",1198,"2009",13302
"1048","lampa","no pertenece a ningún pueblo indígena","no","hombre",704,"2009",13302
"1049","lampa","mapuche","no","mujer",96,"2009",13302
"1050","lampa","no pertenece a ningún pueblo indígena","sí","mujer",17608,"2009",13302
"1051","lampa","no pertenece a ningún pueblo indígena","sí","hombre",19169,"2009",13302
"1052","lampa","diaguita","sí","hombre",11,"2009",13302
"1053","lampa","mapuche","sí","mujer",2180,"2009",13302
"1054","lanco","no pertenece a ningún pueblo indígena","sí","mujer",4462,"2009",14103
"1055","lanco","no pertenece a ningún pueblo indígena","no","hombre",168,"2009",14103
"1056","lanco","mapuche","sí","mujer",1446,"2009",14103
"1057","lanco","mapuche","no","hombre",85,"2009",14103
"1058","lanco","mapuche","no","mujer",217,"2009",14103
"1059","lanco","yagán","sí","hombre",33,"2009",14103
"1060","lanco","no pertenece a ningún pueblo indígena","sí","hombre",3929,"2009",14103
"1061","lanco","yagán","sí","mujer",33,"2009",14103
"1062","lanco","mapuche","sí","hombre",1391,"2009",14103
"1063","lanco","no pertenece a ningún pueblo indígena","no","mujer",207,"2009",14103
"1064","las cabras","no pertenece a ningún pueblo indígena","no","mujer",1141,"2009",6107
"1065","las cabras","mapuche","sí","hombre",86,"2009",6107
"1066","las cabras","no pertenece a ningún pueblo indígena","no","hombre",1440,"2009",6107
"1067","las cabras","mapuche","sí","mujer",75,"2009",6107
"1068","las cabras","no pertenece a ningún pueblo indígena","sí","hombre",7328,"2009",6107
"1069","las cabras","aymara","sí","mujer",28,"2009",6107
"1070","las cabras","no pertenece a ningún pueblo indígena","sí","mujer",8537,"2009",6107
"1071","las condes","no pertenece a ningún pueblo indígena","no","mujer",492,"2009",13114
"1072","las condes","no pertenece a ningún pueblo indígena","sí","mujer",131940,"2009",13114
"1073","las condes","no pertenece a ningún pueblo indígena","sí","hombre",105438,"2009",13114
"1074","las condes","quechua","sí","mujer",477,"2009",13114
"1075","las condes","mapuche","sí","mujer",1180,"2009",13114
"1076","lautaro","no pertenece a ningún pueblo indígena","sí","hombre",7788,"2009",9108
"1077","lautaro","aymara","sí","hombre",131,"2009",9108
"1078","lautaro","no pertenece a ningún pueblo indígena","no","hombre",240,"2009",9108
"1079","lautaro","aymara","sí","mujer",62,"2009",9108
"1080","lautaro","mapuche","no","mujer",344,"2009",9108
"1081","lautaro","no pertenece a ningún pueblo indígena","no","mujer",594,"2009",9108
"1082","lautaro","no pertenece a ningún pueblo indígena","sí","mujer",9474,"2009",9108
"1083","lautaro","mapuche","sí","hombre",4003,"2009",9108
"1084","lautaro","mapuche","sí","mujer",3989,"2009",9108
"1085","lautaro","mapuche","no","hombre",284,"2009",9108
"1086","lebu","mapuche","no","mujer",331,"2009",8201
"1087","lebu","mapuche","sí","mujer",1302,"2009",8201
"1088","lebu","no pertenece a ningún pueblo indígena","sí","mujer",7783,"2009",8201
"1089","lebu","mapuche","no","hombre",48,"2009",8201
"1090","lebu","no pertenece a ningún pueblo indígena","no","mujer",878,"2009",8201
"1091","lebu","no pertenece a ningún pueblo indígena","no","hombre",653,"2009",8201
"1092","lebu","no pertenece a ningún pueblo indígena","sí","hombre",7889,"2009",8201
"1093","lebu","mapuche","sí","hombre",1142,"2009",8201
"1094","licantén","mapuche","sí","hombre",264,"2009",7303
"1095","licantén","no pertenece a ningún pueblo indígena","no","mujer",164,"2009",7303
"1096","licantén","mapuche","sí","mujer",185,"2009",7303
"1097","licantén","no pertenece a ningún pueblo indígena","sí","mujer",2391,"2009",7303
"1098","licantén","mapuche","no","hombre",11,"2009",7303
"1099","licantén","no pertenece a ningún pueblo indígena","no","hombre",195,"2009",7303
"1100","licantén","no pertenece a ningún pueblo indígena","sí","hombre",2446,"2009",7303
"1101","limache","atacameño","sí","mujer",39,"2009",5802
"1102","limache","no pertenece a ningún pueblo indígena","no","hombre",471,"2009",5802
"1103","limache","mapuche","no","mujer",6,"2009",5802
"1104","limache","mapuche","sí","mujer",178,"2009",5802
"1105","limache","mapuche","sí","hombre",56,"2009",5802
"1106","limache","no pertenece a ningún pueblo indígena","sí","hombre",15049,"2009",5802
"1107","limache","no pertenece a ningún pueblo indígena","no","mujer",312,"2009",5802
"1108","limache","no pertenece a ningún pueblo indígena","sí","mujer",17766,"2009",5802
"1109","linares","mapuche","sí","hombre",91,"2009",7401
"1110","linares","no pertenece a ningún pueblo indígena","sí","hombre",28704,"2009",7401
"1111","linares","no pertenece a ningún pueblo indígena","sí","mujer",33032,"2009",7401
"1112","linares","no pertenece a ningún pueblo indígena","no","mujer",1883,"2009",7401
"1113","linares","no pertenece a ningún pueblo indígena","no","hombre",2340,"2009",7401
"1114","linares","mapuche","no","mujer",91,"2009",7401
"1115","linares","mapuche","sí","mujer",171,"2009",7401
"1116","litueche","mapuche","sí","mujer",12,"2009",6203
"1117","litueche","no pertenece a ningún pueblo indígena","sí","mujer",1958,"2009",6203
"1118","litueche","no pertenece a ningún pueblo indígena","no","hombre",222,"2009",6203
"1119","litueche","no pertenece a ningún pueblo indígena","no","mujer",161,"2009",6203
"1120","litueche","no pertenece a ningún pueblo indígena","sí","hombre",2069,"2009",6203
"1121","litueche","aymara","sí","hombre",10,"2009",6203
"1122","llanquihue","mapuche","no","mujer",50,"2009",10107
"1123","llanquihue","mapuche","sí","mujer",869,"2009",10107
"1124","llanquihue","no pertenece a ningún pueblo indígena","sí","hombre",5421,"2009",10107
"1125","llanquihue","no pertenece a ningún pueblo indígena","no","hombre",422,"2009",10107
"1126","llanquihue","mapuche","sí","hombre",564,"2009",10107
"1127","llanquihue","no pertenece a ningún pueblo indígena","no","mujer",550,"2009",10107
"1128","llanquihue","no pertenece a ningún pueblo indígena","sí","mujer",5903,"2009",10107
"1129","llay llay","no pertenece a ningún pueblo indígena","sí","hombre",8230,"2009",5703
"1130","llay llay","no pertenece a ningún pueblo indígena","sí","mujer",8765,"2009",5703
"1131","llay llay","mapuche","sí","mujer",129,"2009",5703
"1132","llay llay","no pertenece a ningún pueblo indígena","no","mujer",914,"2009",5703
"1133","llay llay","quechua","sí","hombre",43,"2009",5703
"1134","llay llay","yagán","sí","hombre",25,"2009",5703
"1135","llay llay","mapuche","sí","hombre",91,"2009",5703
"1136","llay llay","aymara","sí","hombre",44,"2009",5703
"1137","llay llay","no pertenece a ningún pueblo indígena","no","hombre",768,"2009",5703
"1138","lo barnechea","mapuche","sí","hombre",1625,"2009",13115
"1139","lo barnechea","no pertenece a ningún pueblo indígena","sí","mujer",43715,"2009",13115
"1140","lo barnechea","no pertenece a ningún pueblo indígena","no","mujer",763,"2009",13115
"1141","lo barnechea","mapuche","sí","mujer",688,"2009",13115
"1142","lo barnechea","aymara","sí","hombre",89,"2009",13115
"1143","lo barnechea","no pertenece a ningún pueblo indígena","sí","hombre",30985,"2009",13115
"1144","lo barnechea","no pertenece a ningún pueblo indígena","no","hombre",867,"2009",13115
"1145","lo espejo","atacameño","sí","mujer",77,"2009",13116
"1146","lo espejo","mapuche","sí","mujer",1365,"2009",13116
"1147","lo espejo","atacameño","sí","hombre",77,"2009",13116
"1148","lo espejo","mapuche","no","hombre",104,"2009",13116
"1149","lo espejo","no pertenece a ningún pueblo indígena","no","mujer",766,"2009",13116
"1150","lo espejo","mapuche","sí","hombre",1987,"2009",13116
"1151","lo espejo","mapuche","no","mujer",259,"2009",13116
"1152","lo espejo","no pertenece a ningún pueblo indígena","sí","hombre",36630,"2009",13116
"1153","lo espejo","no pertenece a ningún pueblo indígena","no","hombre",656,"2009",13116
"1154","lo espejo","no pertenece a ningún pueblo indígena","sí","mujer",37486,"2009",13116
"1155","lo prado","no pertenece a ningún pueblo indígena","no","mujer",677,"2009",13117
"1156","lo prado","kawésqar","sí","hombre",72,"2009",13117
"1157","lo prado","no pertenece a ningún pueblo indígena","sí","mujer",37289,"2009",13117
"1158","lo prado","kawésqar","sí","mujer",72,"2009",13117
"1159","lo prado","atacameño","sí","hombre",143,"2009",13117
"1160","lo prado","mapuche","no","mujer",153,"2009",13117
"1161","lo prado","diaguita","sí","mujer",69,"2009",13117
"1162","lo prado","mapuche","sí","mujer",2252,"2009",13117
"1163","lo prado","no pertenece a ningún pueblo indígena","no","hombre",732,"2009",13117
"1164","lo prado","quechua","sí","mujer",96,"2009",13117
"1165","lo prado","yagán","sí","hombre",69,"2009",13117
"1166","lo prado","atacameño","sí","mujer",286,"2009",13117
"1167","lo prado","no pertenece a ningún pueblo indígena","sí","hombre",30480,"2009",13117
"1168","lo prado","yagán","sí","mujer",69,"2009",13117
"1169","lo prado","mapuche","sí","hombre",1574,"2009",13117
"1170","lo prado","quechua","sí","hombre",288,"2009",13117
"1171","lolol","no pertenece a ningún pueblo indígena","sí","mujer",2306,"2009",6304
"1172","lolol","no pertenece a ningún pueblo indígena","no","mujer",309,"2009",6304
"1173","lolol","no pertenece a ningún pueblo indígena","sí","hombre",2276,"2009",6304
"1174","lolol","mapuche","sí","mujer",22,"2009",6304
"1175","lolol","no pertenece a ningún pueblo indígena","no","hombre",497,"2009",6304
"1176","lolol","mapuche","sí","hombre",11,"2009",6304
"1177","loncoche","no pertenece a ningún pueblo indígena","sí","hombre",4481,"2009",9109
"1178","loncoche","mapuche","sí","hombre",2171,"2009",9109
"1179","loncoche","no pertenece a ningún pueblo indígena","sí","mujer",5646,"2009",9109
"1180","loncoche","no pertenece a ningún pueblo indígena","no","mujer",576,"2009",9109
"1181","loncoche","mapuche","no","mujer",342,"2009",9109
"1182","loncoche","mapuche","no","hombre",310,"2009",9109
"1183","loncoche","atacameño","sí","hombre",62,"2009",9109
"1184","loncoche","mapuche","sí","mujer",2217,"2009",9109
"1185","loncoche","aymara","sí","mujer",93,"2009",9109
"1186","loncoche","aymara","sí","hombre",124,"2009",9109
"1187","loncoche","quechua","sí","hombre",31,"2009",9109
"1188","loncoche","no pertenece a ningún pueblo indígena","no","hombre",249,"2009",9109
"1189","longaví","mapuche","sí","hombre",104,"2009",7403
"1190","longaví","no pertenece a ningún pueblo indígena","no","mujer",943,"2009",7403
"1191","longaví","mapuche","no","mujer",32,"2009",7403
"1192","longaví","no pertenece a ningún pueblo indígena","sí","mujer",11100,"2009",7403
"1193","longaví","no pertenece a ningún pueblo indígena","no","hombre",963,"2009",7403
"1194","longaví","no pertenece a ningún pueblo indígena","sí","hombre",9568,"2009",7403
"1195","longaví","mapuche","sí","mujer",76,"2009",7403
"1196","lonquimay","mapuche","no","mujer",277,"2009",9205
"1197","lonquimay","no pertenece a ningún pueblo indígena","sí","hombre",2051,"2009",9205
"1198","lonquimay","no pertenece a ningún pueblo indígena","no","hombre",254,"2009",9205
"1199","lonquimay","no pertenece a ningún pueblo indígena","sí","mujer",2321,"2009",9205
"1200","lonquimay","no pertenece a ningún pueblo indígena","no","mujer",332,"2009",9205
"1201","lonquimay","mapuche","sí","mujer",1193,"2009",9205
"1202","lonquimay","mapuche","no","hombre",172,"2009",9205
"1203","lonquimay","mapuche","sí","hombre",1324,"2009",9205
"1204","los alamos","mapuche","no","mujer",107,"2009",8206
"1205","los alamos","mapuche","sí","mujer",1174,"2009",8206
"1206","los alamos","rapa nui ","no","hombre",27,"2009",8206
"1207","los alamos","mapuche","no","hombre",146,"2009",8206
"1208","los alamos","no pertenece a ningún pueblo indígena","sí","hombre",5874,"2009",8206
"1209","los alamos","no pertenece a ningún pueblo indígena","sí","mujer",6446,"2009",8206
"1210","los alamos","no pertenece a ningún pueblo indígena","no","mujer",727,"2009",8206
"1211","los alamos","mapuche","sí","hombre",1246,"2009",8206
"1212","los alamos","no pertenece a ningún pueblo indígena","no","hombre",442,"2009",8206
"1213","los andes","no pertenece a ningún pueblo indígena","sí","hombre",23281,"2009",5301
"1214","los andes","no pertenece a ningún pueblo indígena","no","hombre",550,"2009",5301
"1215","los andes","no pertenece a ningún pueblo indígena","sí","mujer",27055,"2009",5301
"1216","los andes","mapuche","sí","hombre",385,"2009",5301
"1217","los andes","mapuche","sí","mujer",549,"2009",5301
"1218","los Ángeles","mapuche","sí","mujer",535,"2009",8301
"1219","los Ángeles","no pertenece a ningún pueblo indígena","sí","mujer",74190,"2009",8301
"1220","los Ángeles","no pertenece a ningún pueblo indígena","no","hombre",2450,"2009",8301
"1221","los Ángeles","no pertenece a ningún pueblo indígena","sí","hombre",65097,"2009",8301
"1222","los Ángeles","mapuche","sí","hombre",281,"2009",8301
"1223","los Ángeles","no pertenece a ningún pueblo indígena","no","mujer",3743,"2009",8301
"1224","los lagos","no pertenece a ningún pueblo indígena","no","hombre",500,"2009",14104
"1225","los lagos","mapuche","no","mujer",74,"2009",14104
"1226","los lagos","mapuche","no","hombre",33,"2009",14104
"1227","los lagos","no pertenece a ningún pueblo indígena","sí","mujer",6901,"2009",14104
"1228","los lagos","mapuche","sí","mujer",555,"2009",14104
"1229","los lagos","mapuche","sí","hombre",533,"2009",14104
"1230","los lagos","no pertenece a ningún pueblo indígena","no","mujer",733,"2009",14104
"1231","los lagos","no pertenece a ningún pueblo indígena","sí","hombre",6883,"2009",14104
"1232","los muermos","no pertenece a ningún pueblo indígena","no","mujer",389,"2009",10106
"1233","los muermos","mapuche","no","mujer",91,"2009",10106
"1234","los muermos","no pertenece a ningún pueblo indígena","sí","mujer",5391,"2009",10106
"1235","los muermos","no pertenece a ningún pueblo indígena","no","hombre",387,"2009",10106
"1236","los muermos","no pertenece a ningún pueblo indígena","sí","hombre",5895,"2009",10106
