"","Group.1","Group.2","Group.3","Group.4","mean.dataset2006_final$ytotaj"
"1137","pemuco ","no","no pertenece a ningún pueblo indígena","hombre",130425.115384615
"1138","pinto ","no","no pertenece a ningún pueblo indígena","hombre",114740.709677419
"1139","portezuelo ","no","no pertenece a ningún pueblo indígena","hombre",86112.2888888889
"1140","quillón ","no","no pertenece a ningún pueblo indígena","hombre",110360.1
"1141","quirihue ","no","no pertenece a ningún pueblo indígena","hombre",87227.8333333333
"1142","ránquil ","no","no pertenece a ningún pueblo indígena","hombre",110752.3125
"1143","san carlos ","no","no pertenece a ningún pueblo indígena","hombre",99106.5294117647
"1144","san fabián ","no","no pertenece a ningún pueblo indígena","hombre",92371.9615384615
"1145","san ignacio ","no","no pertenece a ningún pueblo indígena","hombre",189203.407407407
"1146","san nicolás ","no","no pertenece a ningún pueblo indígena","hombre",92488.9189189189
"1147","trehuaco ","no","no pertenece a ningún pueblo indígena","hombre",120215.738095238
"1148","yungay ","no","no pertenece a ningún pueblo indígena","hombre",175860
"1149","temuco ","no","no pertenece a ningún pueblo indígena","hombre",69220.8333333333
"1150","carahue ","no","no pertenece a ningún pueblo indígena","hombre",105230
"1151","cunco ","no","no pertenece a ningún pueblo indígena","hombre",88593.1428571429
"1152","curarrehue ","no","no pertenece a ningún pueblo indígena","hombre",177730.4
"1153","freire ","no","no pertenece a ningún pueblo indígena","hombre",143873
"1154","galvarino ","no","no pertenece a ningún pueblo indígena","hombre",98845.625
"1155","gorbea ","no","no pertenece a ningún pueblo indígena","hombre",124842.0625
"1156","lautaro ","no","no pertenece a ningún pueblo indígena","hombre",153696.222222222
"1157","loncoche ","no","no pertenece a ningún pueblo indígena","hombre",122207.9
"1158","melipeuco ","no","no pertenece a ningún pueblo indígena","hombre",94885.3333333333
"1159","nueva imperial ","no","no pertenece a ningún pueblo indígena","hombre",80569.1428571429
"1160","padre las casas ","no","no pertenece a ningún pueblo indígena","hombre",79849.8
"1161","perquenco ","no","no pertenece a ningún pueblo indígena","hombre",78338.2
"1162","pitrufquén ","no","no pertenece a ningún pueblo indígena","hombre",51503
"1163","pucón ","no","no pertenece a ningún pueblo indígena","hombre",138985.5
"1164","saavedra ","no","no pertenece a ningún pueblo indígena","hombre",146406
"1165","teodoro schimdt ","no","no pertenece a ningún pueblo indígena","hombre",153402
"1166","toltén ","no","no pertenece a ningún pueblo indígena","hombre",99672.3333333333
"1167","vilcún ","no","no pertenece a ningún pueblo indígena","hombre",84448.3
"1168","villarrica ","no","no pertenece a ningún pueblo indígena","hombre",166585.1
"1169","cholchol ","no","no pertenece a ningún pueblo indígena","hombre",121732.5
"1170","angol ","no","no pertenece a ningún pueblo indígena","hombre",96705.3333333333
"1171","collipulli ","no","no pertenece a ningún pueblo indígena","hombre",127706.384615385
"1172","curacautín ","no","no pertenece a ningún pueblo indígena","hombre",110869.5
"1173","ercilla ","no","no pertenece a ningún pueblo indígena","hombre",116841.047619048
"1174","lonquimay ","no","no pertenece a ningún pueblo indígena","hombre",64035.7777777778
"1175","los sauces ","no","no pertenece a ningún pueblo indígena","hombre",111602.473684211
"1176","lumaco ","no","no pertenece a ningún pueblo indígena","hombre",117590.666666667
"1177","purén ","no","no pertenece a ningún pueblo indígena","hombre",104922.307692308
"1178","renaico ","no","no pertenece a ningún pueblo indígena","hombre",128499.869565217
"1179","traiguén ","no","no pertenece a ningún pueblo indígena","hombre",116048.235294118
"1180","victoria ","no","no pertenece a ningún pueblo indígena","hombre",117463.142857143
"1181","puerto montt ","no","no pertenece a ningún pueblo indígena","hombre",194931.923076923
"1182","calbuco ","no","no pertenece a ningún pueblo indígena","hombre",222734.181818182
"1183","cochamó ","no","no pertenece a ningún pueblo indígena","hombre",332958.142857143
"1184","fresia ","no","no pertenece a ningún pueblo indígena","hombre",161664.5
"1185","frutillar ","no","no pertenece a ningún pueblo indígena","hombre",170862.727272727
"1186","los muermos ","no","no pertenece a ningún pueblo indígena","hombre",138538.933333333
"1187","llanquihue ","no","no pertenece a ningún pueblo indígena","hombre",170887.764705882
"1188","maullín ","no","no pertenece a ningún pueblo indígena","hombre",160465.583333333
"1189","puerto varas ","no","no pertenece a ningún pueblo indígena","hombre",142421
"1190","castro ","no","no pertenece a ningún pueblo indígena","hombre",96309
"1191","ancud ","no","no pertenece a ningún pueblo indígena","hombre",287903.857142857
"1192","chonchi ","no","no pertenece a ningún pueblo indígena","hombre",120188.333333333
"1193","curaco de vélez ","no","no pertenece a ningún pueblo indígena","hombre",152662.5
"1194","dalcahue ","no","no pertenece a ningún pueblo indígena","hombre",190863.545454545
"1195","puqueldón ","no","no pertenece a ningún pueblo indígena","hombre",194363.125
"1196","queilén ","no","no pertenece a ningún pueblo indígena","hombre",130992.714285714
"1197","quellón ","no","no pertenece a ningún pueblo indígena","hombre",210826.285714286
"1198","quemchi ","no","no pertenece a ningún pueblo indígena","hombre",160116.375
"1199","quinchao ","no","no pertenece a ningún pueblo indígena","hombre",226028.25
"1200","osorno ","no","no pertenece a ningún pueblo indígena","hombre",100620.166666667
"1201","puerto octay ","no","no pertenece a ningún pueblo indígena","hombre",139871.285714286
"1202","purranque ","no","no pertenece a ningún pueblo indígena","hombre",119349.5
"1203","puyehue ","no","no pertenece a ningún pueblo indígena","hombre",135901.5
"1204","río negro ","no","no pertenece a ningún pueblo indígena","hombre",115887.733333333
"1205","san juan de la costa ","no","no pertenece a ningún pueblo indígena","hombre",156160.666666667
"1206","san pablo ","no","no pertenece a ningún pueblo indígena","hombre",149087.4
"1207","chaitén ","no","no pertenece a ningún pueblo indígena","hombre",130241.75
"1208","futaleufú ","no","no pertenece a ningún pueblo indígena","hombre",120873.083333333
"1209","hualaihué ","no","no pertenece a ningún pueblo indígena","hombre",272978.555555556
"1210","palena ","no","no pertenece a ningún pueblo indígena","hombre",145058.777777778
"1211","valdivia ","no","no pertenece a ningún pueblo indígena","hombre",135712.8
"1212","corral ","no","no pertenece a ningún pueblo indígena","hombre",129364.857142857
"1213","futrono ","no","no pertenece a ningún pueblo indígena","hombre",126000.666666667
"1214","la unión ","no","no pertenece a ningún pueblo indígena","hombre",93909.2
"1215","lago ranco ","no","no pertenece a ningún pueblo indígena","hombre",90617.0909090909
"1216","lanco ","no","no pertenece a ningún pueblo indígena","hombre",193399.444444444
"1217","los lagos ","no","no pertenece a ningún pueblo indígena","hombre",236787.538461538
"1218","máfil ","no","no pertenece a ningún pueblo indígena","hombre",152178.333333333
"1219","mariquina ","no","no pertenece a ningún pueblo indígena","hombre",130671.25
"1220","paillaco ","no","no pertenece a ningún pueblo indígena","hombre",225661.888888889
"1221","panguipulli ","no","no pertenece a ningún pueblo indígena","hombre",86780.5
"1222","río bueno ","no","no pertenece a ningún pueblo indígena","hombre",145059.466666667
"1223","coyhaique ","no","no pertenece a ningún pueblo indígena","hombre",116056.5
"1224","aisén ","no","no pertenece a ningún pueblo indígena","hombre",210313.666666667
"1225","cisnes ","no","no pertenece a ningún pueblo indígena","hombre",216837.7
"1226","cochrane ","no","no pertenece a ningún pueblo indígena","hombre",171888.153846154
"1227","chile chico ","no","no pertenece a ningún pueblo indígena","hombre",298035.058823529
"1228","río ibáñez ","no","no pertenece a ningún pueblo indígena","hombre",123249.833333333
"1229","punta arenas ","no","no pertenece a ningún pueblo indígena","hombre",147312.5
"1230","san gregorio ","no","no pertenece a ningún pueblo indígena","hombre",291565.5
"1231","cabo de hornos ","no","no pertenece a ningún pueblo indígena","hombre",1287353
"1232","porvenir ","no","no pertenece a ningún pueblo indígena","hombre",244160
"1233","primavera ","no","no pertenece a ningún pueblo indígena","hombre",NA
"1234","natales ","no","no pertenece a ningún pueblo indígena","hombre",173595.571428571
"1235","santiago ","no","no pertenece a ningún pueblo indígena","hombre",44186
"1236","cerrillos ","no","no pertenece a ningún pueblo indígena","hombre",281716.333333333
"1237","cerro navia ","no","no pertenece a ningún pueblo indígena","hombre",119377.25
"1238","conchalí ","no","no pertenece a ningún pueblo indígena","hombre",195829
"1239","el bosque ","no","no pertenece a ningún pueblo indígena","hombre",191186.875
"1240","estación central ","no","no pertenece a ningún pueblo indígena","hombre",163128.555555556
"1241","huechuraba ","no","no pertenece a ningún pueblo indígena","hombre",121361.25
"1242","independencia ","no","no pertenece a ningún pueblo indígena","hombre",137785
"1243","la cisterna ","no","no pertenece a ningún pueblo indígena","hombre",145166.666666667
"1244","la florida ","no","no pertenece a ningún pueblo indígena","hombre",154268.4
"1245","la granja ","no","no pertenece a ningún pueblo indígena","hombre",95402.6666666667
"1246","la pintana ","no","no pertenece a ningún pueblo indígena","hombre",182408.294117647
"1247","la reina ","no","no pertenece a ningún pueblo indígena","hombre",172864
"1248","las condes ","no","no pertenece a ningún pueblo indígena","hombre",39156
"1249","lo barnechea ","no","no pertenece a ningún pueblo indígena","hombre",627651.5
"1250","lo espejo ","no","no pertenece a ningún pueblo indígena","hombre",113400.571428571
"1251","lo prado ","no","no pertenece a ningún pueblo indígena","hombre",96494
"1252","macul ","no","no pertenece a ningún pueblo indígena","hombre",113324.5
"1253","maipú ","no","no pertenece a ningún pueblo indígena","hombre",121200
"1254","Ñuñoa ","no","no pertenece a ningún pueblo indígena","hombre",NA
"1255","pedro aguirre cerda ","no","no pertenece a ningún pueblo indígena","hombre",182960.4
"1256","peñalolén ","no","no pertenece a ningún pueblo indígena","hombre",163321.777777778
"1257","providencia ","no","no pertenece a ningún pueblo indígena","hombre",62169
"1258","pudahuel ","no","no pertenece a ningún pueblo indígena","hombre",146550.142857143
"1259","quilicura ","no","no pertenece a ningún pueblo indígena","hombre",441758.5
"1260","quinta normal ","no","no pertenece a ningún pueblo indígena","hombre",93506.5
"1261","recoleta ","no","no pertenece a ningún pueblo indígena","hombre",158639.25
"1262","renca ","no","no pertenece a ningún pueblo indígena","hombre",150456.363636364
"1263","san joaquín ","no","no pertenece a ningún pueblo indígena","hombre",111600.666666667
"1264","san miguel ","no","no pertenece a ningún pueblo indígena","hombre",602192
"1265","san ramón ","no","no pertenece a ningún pueblo indígena","hombre",203789
"1266","vitacura ","no","no pertenece a ningún pueblo indígena","hombre",NA
"1267","puente alto ","no","no pertenece a ningún pueblo indígena","hombre",217518.666666667
"1268","pirque ","no","no pertenece a ningún pueblo indígena","hombre",188652.5
"1269","san josé de maipo ","no","no pertenece a ningún pueblo indígena","hombre",145212.142857143
"1270","colina ","no","no pertenece a ningún pueblo indígena","hombre",135101.333333333
"1271","lampa ","no","no pertenece a ningún pueblo indígena","hombre",125535.761904762
"1272","tiltil ","no","no pertenece a ningún pueblo indígena","hombre",137347.764705882
"1273","san bernardo ","no","no pertenece a ningún pueblo indígena","hombre",116324.5
"1274","buin ","no","no pertenece a ningún pueblo indígena","hombre",172976.25
"1275","calera de tango ","no","no pertenece a ningún pueblo indígena","hombre",170999.5
"1276","paine ","no","no pertenece a ningún pueblo indígena","hombre",127817.15
"1277","melipilla ","no","no pertenece a ningún pueblo indígena","hombre",109297.75
"1278","alhué ","no","no pertenece a ningún pueblo indígena","hombre",145992.230769231
"1279","curacaví ","no","no pertenece a ningún pueblo indígena","hombre",118143.125
"1280","maría pinto ","no","no pertenece a ningún pueblo indígena","hombre",127309.081081081
"1281","san pedro ","no","no pertenece a ningún pueblo indígena","hombre",128386.314285714
